neighbourhood_id,name,residents_total,lim_at_pct,lico_at_pct,lim_at_people,lico_at_people,residents_total,residents_far_500,share_far_500,lim_at_people_far_500,lico_at_people_far_500
115,Mathers,2880,0.140625,0.0902777777777777,405.0,259.9999999999998,2880,1116,0.3875,156.9375,100.74999999999991
116,Broadway-Assiniboine,6075,0.2765432098765432,0.1720164609053498,1679.9999999999998,1045.0,6075,2078,0.3420576131687243,574.6567901234567,357.4502057613169
118,Kern Park,1770,0.096045197740113,0.0310734463276836,170.0,54.99999999999997,1770,1498,0.8463276836158192,143.87570621468927,46.548022598870034
120,Normand Park,2120,0.0377358490566037,0.0330188679245283,79.99999999999984,70.0,2120,2120,1.0,79.99999999999984,70.0
121,Minto,5825,0.1124463519313304,0.0729613733905579,654.9999999999995,424.9999999999998,5825,5377,0.9230901287553648,604.6240343347636,392.3133047210298
123,Norberry,1390,0.1438848920863309,0.1007194244604316,199.99999999999994,139.99999999999991,1390,1390,1.0,199.99999999999994,139.99999999999991
124,Earl Grey,4295,0.1338766006984866,0.0942956926658905,574.9999999999999,404.99999999999966,4295,2328,0.5420256111757858,311.6647264260768,219.52037252619309
127,Edgeland,1300,0.3192307692307692,0.1923076923076923,414.99999999999994,249.99999999999997,1300,0,0.0,0.0,0.0
129,Maybank,2535,0.1324110671936759,0.0869565217391304,335.66205533596843,220.43478260869557,2535,1713,0.6757396449704142,226.8201581027668,148.95652173913038
130,Varennes,1070,0.0794392523364486,0.0607476635514018,85.0,64.99999999999993,1070,559,0.5224299065420561,44.40654205607477,33.95794392523361
131,Windsor Park,9760,0.0742827868852459,0.0425204918032786,724.9999999999999,414.9999999999991,9760,7752,0.7942622950819672,575.8401639344262,329.61885245901567
132,Holden,105,,,,,105,105,1.0,,
133,Norwood East,4310,0.1345707656612529,0.074245939675174,580.0,319.99999999999994,4310,2424,0.5624129930394431,326.199535962877,179.97215777262178
135,Linden Ridge,1580,0.1835443037974683,0.1582278481012658,289.99999999999994,249.99999999999997,1580,1454,0.920253164556962,266.87341772151893,230.06329113924048
136,Templeton-Sinclair,6150,0.0967479674796747,0.0471544715447154,594.9999999999994,289.9999999999997,6150,6122,0.9954471544715447,592.2910569105686,288.6796747967477
137,Cloutier Drive,280,0.0892857142857142,0.0,24.99999999999998,0.0,280,280,1.0,24.99999999999998,0.0
142,Jefferson,9255,0.1312095032397408,0.0653347732181425,1214.343952483801,604.6733261339089,9255,7154,0.7729875742841708,938.6727861771058,467.40496760259146
143,Pacific Industrial,0,,,,,0,0,,,
150,J. B. Mitchell,2030,0.1277641277641277,0.0982800982800982,259.36117936117927,199.50859950859936,2030,722,0.3556650246305419,92.24570024570022,70.95823095823091
152,Tuxedo Industrial,1975,0.1670886075949367,0.1569620253164557,330.0,310.0,1975,0,0.0,0.0,0.0
155,South Tuxedo,3350,0.0686567164179104,0.0343283582089552,229.99999999999983,114.99999999999991,3350,3167,0.9453731343283582,217.43582089552223,108.71791044776111
158,Melrose,1825,0.1098901098901098,0.0521978021978022,200.5494505494504,95.26098901098901,1825,1740,0.9534246575342465,191.20879120879107,90.82417582417582
160,Victoria West,2605,0.0844529750479846,0.0518234165067178,219.9999999999999,134.99999999999986,2605,2492,0.9566218809980807,210.45681381957763,129.14395393474075
166,Fort Richmond,12290,0.2212281415209434,0.1748678324522163,2718.893859292394,2149.1256608377385,12290,10752,0.8748576078112287,2378.6449776331833,1880.1789345262298
168,West Alexander,4100,0.3024390243902439,0.2146341463414634,1240.0,880.0,4100,2216,0.5404878048780488,670.2048780487805,475.629268292683
170,Turnbull Drive,0,,,,,0,0,,,
174,River Park South,13530,0.0743068391866913,0.0536044362292051,1005.3715341959334,725.2680221811449,13530,11836,0.8747967479674796,879.4957486136782,634.4621072088714
176,St. George,2970,0.1042016806722689,0.0655462184873949,309.47899159663865,194.67226890756288,2970,2631,0.8858585858585859,274.1546218487395,172.45210084033602
179,Portage-Ellice,1310,0.1908396946564885,0.1450381679389313,249.99999999999994,190.0,1310,73,0.055725190839694655,13.93129770992366,10.587786259541984
187,Robertson,5485,0.0574293527803099,0.0309936189608021,314.99999999999983,169.99999999999952,5485,4556,0.8306289881494986,261.6481312670919,141.20692798541435
194,Deer Lodge,3865,0.0555555555555555,0.0310077519379844,214.722222222222,119.8449612403097,3865,3425,0.8861578266494179,190.2777777777776,106.20155038759657
197,Spence,3650,0.3761969904240766,0.2831737346101231,1373.1190150478797,1033.5841313269493,3650,221,0.06054794520547945,83.13953488372093,62.581395348837205
199,St. Matthews,5510,0.1976427923844061,0.1405258386219401,1089.0117860380776,774.29737080689,5510,3154,0.5724137931034483,623.3653671804169,443.2184950135991
201,St. John's,8245,0.1984223300970873,0.1389563106796116,1635.9921116504847,1145.6947815533977,8245,5676,0.6884172225591267,1126.2451456310675,788.7160194174754
204,Meadowood,6065,0.1625412541254125,0.0882838283828382,985.8127062706269,535.4414191419137,6065,4719,0.7780708985985161,767.0321782178216,416.61138613861345
205,Rockwood,4010,0.1197007481296758,0.0735660847880299,479.99999999999994,294.9999999999999,4010,3242,0.8084788029925187,388.06982543640896,238.50124688279294
206,Kensington,245,,,,,245,0,0.0,,
209,Chevrier,330,0.3636363636363636,0.2424242424242424,119.99999999999999,80.0,330,330,1.0,119.99999999999999,80.0
212,La Barriere,0,,,,,0,0,,,
214,Dufferin Industrial,0,,,,,0,0,,,
215,Burrows Central,5280,0.1306818181818181,0.0729166666666666,689.9999999999995,384.99999999999966,5280,4386,0.8306818181818182,573.1704545454542,319.8124999999997
217,Inkster-Faraday,4530,0.1411245865490628,0.0804851157662624,639.2943770672545,364.59757442116864,4530,2367,0.5225165562913907,334.04189636163164,190.50826901874308
218,River West Park,1390,0.021505376344086,0.021505376344086,29.89247311827954,29.89247311827954,1390,1066,0.7669064748201438,22.924731182795675,22.924731182795675
220,North River Heights,5355,0.064365671641791,0.0531716417910447,344.67817164179075,284.73414179104435,5355,5355,1.0,344.67817164179075,284.73414179104435
221,Minnetonka,4185,0.056152927120669,0.026284348864994,234.99999999999977,109.99999999999989,4185,4137,0.9885304659498207,232.30465949820766,108.73835125448016
225,Booth,5660,0.1458885941644562,0.0999115826702033,825.7294429708221,565.4995579133506,5660,5660,1.0,825.7294429708221,565.4995579133506
226,Fairfield Park,3325,0.2951807228915662,0.2545180722891566,981.4759036144577,846.2725903614457,3325,1366,0.41082706766917293,403.21686746987945,347.6716867469879
286,Crestview,8510,0.1157461809635722,0.0658049353701527,984.9999999999994,559.9999999999994,8510,3974,0.46698002350176265,459.975323149236,261.50881316098685
327,Sturgeon Creek,2950,0.0898305084745762,0.0305084745762711,264.9999999999998,89.99999999999974,2950,864,0.2928813559322034,77.61355932203382,26.35932203389823
333,Heritage Park,5555,0.1449144914491449,0.0648064806480648,804.9999999999999,359.99999999999994,5555,5482,0.9868586858685868,794.4212421242123,355.2691269126912
391,St. James Industrial,0,,,,,0,0,,,
429,King Edward,6190,0.1122778675282714,0.0541195476575121,695.0,334.9999999999999,6190,2812,0.454281098546042,315.72536348949916,152.184168012924
435,Airport,130,,,,,130,130,1.0,,
495,Brooklands,3100,0.1193548387096774,0.0532258064516129,369.99999999999994,165.0,3100,3100,1.0,369.99999999999994,165.0
497,Weston,6085,0.2171052631578947,0.1447368421052631,1321.0855263157891,880.723684210526,6085,6085,1.0,1321.0855263157891,880.723684210526
524,North Inkster Industrial,1860,0.053763440860215,0.053763440860215,99.9999999999999,99.9999999999999,1860,1860,1.0,99.9999999999999,99.9999999999999
528,Tyndall Park,12555,0.0696933492632417,0.032258064516129,874.9999999999994,404.99999999999955,12555,10422,0.8301075268817204,726.3440860215048,336.19354838709637
555,Amber Trails,9080,0.0600550964187327,0.0523415977961432,545.3002754820928,475.2617079889802,9080,9080,1.0,545.3002754820928,475.2617079889802
573,Inkster Gardens,6190,0.0630048465266559,0.04281098546042,390.00000000000006,264.9999999999998,6190,6190,1.0,390.00000000000006,264.9999999999998
596,Mandalay West,6000,0.0691666666666666,0.0575,414.9999999999996,345.0,6000,6000,1.0,414.9999999999996,345.0
622,Inkster Industrial Park,825,0.0727272727272727,0.0424242424242424,59.99999999999997,34.99999999999998,825,825,1.0,59.99999999999997,34.99999999999998
630,The Maples,14430,0.1337491337491337,0.0845460845460845,1929.999999999999,1219.9999999999993,14430,10399,0.7206514206514206,1390.8572418572412,879.1947331947326
634,Leila-McPhillips Triangle,3180,0.1179245283018868,0.0738993710691823,375.0,234.99999999999972,3180,877,0.2757861635220126,103.41981132075472,64.80974842767287
636,Mynarski,1635,0.1219512195121951,0.048780487804878,199.390243902439,79.75609756097553,1635,561,0.3431192660550459,68.41463414634146,27.36585365853656
662,West Kildonan Industrial,2190,0.0411899313501144,0.034324942791762,90.20594965675053,75.17162471395878,2190,2190,1.0,90.20594965675053,75.17162471395878
666,Riverbend,5325,0.0694835680751173,0.0356807511737089,369.9999999999996,189.9999999999999,5325,4833,0.9076056338028169,335.8140845070419,172.4450704225351
676,Rosser-Old Kildonan,1010,0.0445544554455445,0.0297029702970297,44.99999999999994,30.0,1010,1010,1.0,44.99999999999994,30.0
696,Seven Oaks,3110,0.0980707395498392,0.0659163987138263,304.99999999999994,204.9999999999998,3110,2235,0.7186495176848875,219.18810289389066,147.3231511254018
702,Luxton,2535,0.1696252465483234,0.0986193293885601,429.99999999999983,249.99999999999986,2535,1007,0.39723865877712033,170.81262327416167,99.30966469428003
722,Munroe West,2880,0.1267361111111111,0.0746527777777777,365.0,214.9999999999998,2880,1862,0.6465277777777778,235.9826388888889,139.00347222222211
724,Kildonan Drive,5200,0.0893371757925072,0.0441882804995196,464.55331412103743,229.77905859750194,5200,3442,0.661923076923077,307.4985590778098,152.09606147934647
728,Rivergrove,2550,0.0431372549019607,0.0254901960784313,109.99999999999979,64.99999999999982,2550,784,0.30745098039215685,33.819607843137184,19.98431372549014
734,Valhalla,3095,0.1631663974151858,0.0646203554119547,505.00000000000006,199.9999999999998,3095,1005,0.3247172859450727,163.98222940226174,64.94345718901448
740,River East,7680,0.0631510416666666,0.0266927083333333,484.9999999999995,204.99999999999974,7680,6502,0.8466145833333333,410.60807291666623,173.55598958333312
753,Springfield North,5795,0.0440034512510785,0.0301984469370146,254.9999999999999,174.99999999999963,5795,5795,1.0,254.9999999999999,174.99999999999963
759,Rossmere-B,3995,0.0938673341677096,0.0500625782227784,374.9999999999999,199.99999999999972,3995,2737,0.6851063829787234,256.9148936170212,137.0212765957445
761,Rossmere-A,13935,0.1628991747398636,0.0796555435952637,2269.999999999999,1109.9999999999995,13935,10895,0.7818442770003589,1774.786508790814,867.847147470398
766,Valley Gardens,8260,0.1404358353510895,0.0774818401937046,1159.9999999999993,640.0,8260,7011,0.8487893462469733,984.5956416464885,543.2251815980629
768,McLeod Industrial,0,,,,,0,0,,,
797,Kil-Cona Park,315,0.0,0.0,0.0,0.0,315,315,1.0,0.0,0.0
799,Springfield South,1570,0.019108280254777,0.0286624203821656,29.99999999999989,44.99999999999999,1570,1570,1.0,29.99999999999989,44.99999999999999
807,Eaglemere,1990,0.0804020100502512,0.0301507537688442,159.9999999999999,59.99999999999996,1990,1990,1.0,159.9999999999999,59.99999999999996
811,Grassie,5235,0.0849236641221374,0.0333969465648854,444.57538167938924,174.83301526717506,5235,5235,1.0,444.57538167938924,174.83301526717506
850,Meadows,6480,0.0462962962962962,0.0270061728395061,299.9999999999994,174.99999999999952,6480,2945,0.45447530864197533,136.34259259259233,79.53317901234546
856,Peguis,6810,0.0616740088105726,0.040381791483113,419.9999999999994,274.99999999999955,6810,6399,0.939647577092511,394.65198237885403,258.4030837004401
868,Kildonan Crossing,945,0.328042328042328,0.3386243386243386,310.0,320.0,945,945,1.0,310.0,320.0
870,Munroe East,8830,0.1432616081540204,0.080973952434881,1265.0,714.9999999999992,8830,4637,0.5251415628539071,664.3040770101925,375.47621744054317
880,Griffin,0,,,,,0,0,,,
882,Radisson,3305,0.0544629349470499,0.0287443267776096,179.99999999999991,94.99999999999973,3305,2927,0.8856278366111952,159.41301059001506,84.1346444780633
898,Kildare-Redonda,6325,0.108386075949367,0.0474683544303797,685.5419303797463,300.23734177215164,6325,4555,0.7201581027667984,493.69857594936667,216.21835443037955
906,Transcona North,0,,,,,0,0,,,
920,Canterbury Park,8245,0.0521528198908429,0.026682838083687,429.9999999999997,219.99999999999932,8245,8232,0.9984232868405094,429.32201334141877,219.6531231049114
960,Mission Gardens,4330,0.0762124711316397,0.0392609699769053,329.9999999999999,169.99999999999994,4330,3063,0.7073903002309468,233.43879907621238,120.25635103926092
964,Regent,680,0.1764705882352941,0.1029411764705882,119.99999999999999,69.99999999999997,680,649,0.9544117647058824,114.52941176470587,66.80882352941174
966,Dugald,0,,,,,0,0,,,
1006,East Elmwood,3255,0.1259600614439324,0.0568356374807987,409.99999999999994,184.99999999999977,3255,2472,0.759447004608295,311.3732718894009,140.4976958525344
1012,Talbot-Grey,2720,0.1654411764705882,0.088235294117647,449.9999999999999,239.99999999999983,2720,2659,0.9775735294117647,439.908088235294,234.61764705882337
1020,Glenelm,2225,0.1415730337078651,0.0696629213483146,314.99999999999983,155.0,2225,2225,1.0,314.99999999999983,155.0
1022,North Point Douglas,2495,0.374749498997996,0.2324649298597194,935.0,579.9999999999999,2495,2495,1.0,935.0,579.9999999999999
1024,St. John's Park,595,0.1428571428571428,0.0672268907563025,84.99999999999996,39.99999999999999,595,402,0.6756302521008404,57.4285714285714,27.02521008403361
1058,Chalmers,9965,0.2117410938283994,0.1284495735072754,2110.0,1279.9999999999993,9965,9965,1.0,2110.0,1279.9999999999993
1062,South Point Douglas,270,0.4629629629629629,0.3518518518518518,124.99999999999999,94.99999999999999,270,270,1.0,124.99999999999999,94.99999999999999
1066,Civic Centre,240,,,,,240,240,1.0,,
1070,Exchange District,950,0.0837696335078534,0.0418848167539267,79.58115183246072,39.79057591623036,950,767,0.8073684210526316,64.25130890052355,32.12565445026178
1078,North St. Boniface,2250,0.155902004454343,0.1269487750556792,350.7795100222717,285.6347438752782,2250,2250,1.0,350.7795100222717,285.6347438752782
1080,Tissot,0,,,,,0,0,,,
1085,Dufresne,385,0.1558441558441558,0.0909090909090909,59.999999999999986,34.99999999999999,385,385,1.0,59.999999999999986,34.99999999999999
1101,Mission Industrial,0,,,,,0,0,,,
1134,Maginot,1815,0.1322314049586777,0.071625344352617,240.0,129.99999999999986,1815,408,0.22479338842975208,53.9504132231405,29.22314049586774
1136,Stock Yards,810,0.0869565217391304,0.0869565217391304,70.43478260869563,70.43478260869563,810,269,0.33209876543209876,23.39130434782608,23.39130434782608
1164,Archwood,775,0.064516129032258,0.0903225806451612,49.99999999999994,69.99999999999993,775,775,1.0,49.99999999999994,69.99999999999993
1172,Central St. Boniface,6090,0.2241379310344827,0.1297208538587849,1364.9999999999998,790.0,6090,3808,0.6252873563218391,853.5172413793102,493.97701149425285
1194,Southdale,6410,0.0507020280811232,0.0366614664586583,324.9999999999997,234.99999999999972,6410,4774,0.7447737909516381,242.05148205928216,175.02184087363474
1196,Southland Park,1090,0.0,0.0275229357798165,0.0,29.999999999999986,1090,1090,1.0,0.0,29.999999999999986
1198,Sage Creek,7385,0.0663956639566395,0.0426829268292682,490.3319783197827,315.21341463414564,7385,6654,0.9010155721056194,441.7967479674792,284.0121951219506
1207,Niakwa Park,1010,0.1584158415841584,0.1287128712871287,159.99999999999997,129.99999999999997,1010,1010,1.0,159.99999999999997,129.99999999999997
1213,Norwood West,2770,0.0776173285198556,0.055956678700361,215.00000000000003,154.99999999999997,2770,2770,1.0,215.00000000000003,154.99999999999997
1215,River-Osborne,5015,0.2574850299401197,0.2005988023952095,1291.2874251497003,1006.0029940119756,5015,2033,0.4053838484546361,523.4670658682634,407.8173652694609
1230,Glenwood,4180,0.0933014354066985,0.0562200956937799,389.9999999999997,234.99999999999997,4180,3475,0.8313397129186603,324.2224880382773,195.36483253588514
1242,Elm Park,1435,0.0833333333333333,0.0555555555555555,119.58333333333329,79.72222222222214,1435,1435,1.0,119.58333333333329,79.72222222222214
1252,Alpine Place,4045,0.3069306930693069,0.1584158415841584,1241.5346534653465,640.7920792079207,4045,0,0.0,0.0,0.0
1272,Niakwa Place,2565,0.056640625,0.041015625,145.283203125,105.205078125,2565,2545,0.9922027290448343,144.150390625,104.384765625
1277,Lavalee,1150,0.238095238095238,0.1385281385281385,273.8095238095237,159.30735930735926,1150,840,0.7304347826086957,199.99999999999991,116.36363636363633
1288,Riverview,4265,0.0821596244131455,0.056338028169014,350.41079812206556,240.28169014084472,4265,3127,0.7331770222743259,256.913145539906,176.16901408450678
1320,Lord Roberts,5225,0.1368421052631579,0.0832535885167464,715.0,434.99999999999994,5225,2714,0.5194258373205741,371.3894736842105,225.95023923444973
1342,Roslyn,4395,0.1318181818181818,0.084090909090909,579.340909090909,369.57954545454504,4395,883,0.20091012514220705,116.39545454545453,74.25227272727264
1344,McMillan,3650,0.1575342465753424,0.121917808219178,574.9999999999998,444.9999999999997,3650,922,0.25260273972602737,145.2465753424657,112.4082191780821
1348,Point Road,1890,0.0875331564986737,0.0557029177718832,165.4376657824933,105.27851458885925,1890,1729,0.9148148148148149,151.34482758620683,96.31034482758606
1356,Kingston Crescent,805,0.0434782608695652,0.0,34.999999999999986,0.0,805,805,1.0,34.999999999999986,0.0
1364,Wildwood,1020,0.0784313725490196,0.0588235294117647,80.0,59.99999999999999,1020,1020,1.0,80.0,59.99999999999999
1372,Victoria Crescent,595,0.0,0.0,0.0,0.0,595,595,1.0,0.0,0.0
1389,Pulberry,4620,0.1180931744312026,0.075839653304442,545.590465872156,350.37919826652205,4620,4620,1.0,545.590465872156,350.37919826652205
1402,Crescent Park,2580,0.0967117988394584,0.0754352030947775,249.51644100580265,194.62282398452595,2580,2376,0.9209302325581395,229.78723404255314,179.23404255319133
1430,Beaumont,2360,0.0721868365180467,0.0658174097664543,170.3609341825902,155.32908704883215,2360,1654,0.7008474576271186,119.39702760084923,108.86199575371542
1450,Pembina Strip,3760,0.2948207171314741,0.2802124833997343,1108.5258964143427,1053.598937583001,3760,812,0.21595744680851064,239.394422310757,227.53253652058427
1452,Agassiz,605,0.2583333333333333,0.2583333333333333,156.29166666666666,156.29166666666666,605,441,0.7289256198347107,113.92499999999998,113.92499999999998
1474,Armstrong Point,295,0.0,0.0,0.0,0.0,295,210,0.711864406779661,0.0,0.0
1476,Crescentwood,2925,0.0563139931740614,0.0409556313993174,164.7184300341296,119.79522184300339,2925,2597,0.8878632478632479,146.24744027303745,106.36177474402729
1482,Wellington Crescent,1535,0.0944625407166123,0.0684039087947882,144.9999999999999,104.9999999999999,1535,1535,1.0,144.9999999999999,104.9999999999999
1484,Wolseley,7735,0.1144149967679379,0.0769230769230769,884.9999999999997,594.9999999999998,7735,4352,0.5626373626373626,497.93406593406576,334.76923076923066
1490,West Wolseley,290,0.3275862068965517,0.1724137931034483,95.0,50.0,290,206,0.7103448275862069,67.48275862068965,35.51724137931034
1492,Sir John Franklin,2560,0.056640625,0.0390625,145.0,100.0,2560,2518,0.98359375,142.62109375,98.359375
1498,Old Tuxedo,860,0.0290697674418604,0.0232558139534883,24.999999999999943,19.999999999999936,860,442,0.513953488372093,12.848837209302296,10.279069767441827
1500,Bruce Park,2105,0.0831353919239905,0.0570071258907363,175.0,119.99999999999991,2105,1212,0.5757719714964371,100.76009501187649,69.0926365795724
1546,Elmhurst,4360,0.0516055045871559,0.0252293577981651,224.99999999999972,109.99999999999984,4360,3445,0.7901376146788991,177.78096330275207,86.91513761467877
1552,Vialoux,880,0.1931818181818181,0.1590909090909091,169.99999999999991,140.0,880,880,1.0,169.99999999999991,140.0
1556,Birchwood,1890,0.1140583554376657,0.0663129973474801,215.57029177718817,125.33156498673739,1890,1664,0.8804232804232804,189.79310344827573,110.34482758620689
1560,Kirkfield,2780,0.1133093525179856,0.0575539568345323,314.99999999999994,159.9999999999998,2780,2248,0.8086330935251799,254.7194244604316,129.38129496402863
1562,Westwood,7110,0.0457102672292545,0.0225035161744022,324.99999999999955,159.99999999999963,7110,6124,0.8613220815752461,279.9296765119546,137.81153305203907
1566,Southboine,1385,0.1340579710144927,0.0543478260869565,185.6702898550724,75.27173913043475,1385,1242,0.8967509025270758,166.49999999999994,67.49999999999997
1568,Ridgedale,700,0.0,0.0,0.0,0.0,700,700,1.0,0.0,0.0
1573,Roblin Park,995,0.0404040404040404,0.0,40.2020202020202,0.0,995,995,1.0,40.2020202020202,0.0
1584,Betsworth,3970,0.0416141235813367,0.0264817150063051,165.20807061790669,105.13240857503125,3970,3841,0.9675062972292191,159.83984867591425,101.7162673392179
1589,Westdale,4570,0.0984682713347921,0.0437636761487965,449.99999999999994,200.0,4570,3019,0.6606126914660831,297.2757111597374,132.12253829321662
1640,Royalwood,5125,0.0419512195121951,0.033170731707317,214.99999999999986,169.99999999999963,5125,5125,1.0,214.99999999999986,169.99999999999963
1644,Dakota Crossing,12595,0.0535926955140928,0.0305676855895196,674.9999999999987,384.9999999999994,12595,9911,0.7868995633187773,531.1572052401737,302.95633187772876
1652,Perrault,0,,,,,0,0,,,
1654,Trappistes,0,,,,,0,0,,,
1670,St. Vital Perimeter South,1800,0.0777777777777777,0.0583333333333333,139.99999999999986,104.99999999999994,1800,1800,1.0,139.99999999999986,104.99999999999994
1690,Bridgwater Forest,5295,0.1227573182247403,0.1038715769593956,649.9999999999999,549.9999999999997,5295,4989,0.9422096317280453,612.4362606232294,518.2152974504246
1720,Waverley West B,0,,,,,0,0,,,
1722,Bridgwater Trails,4075,0.1842751842751842,0.1265356265356265,750.9213759213756,515.6326781326779,4075,4075,1.0,750.9213759213756,515.6326781326779
1723,Bridgwater Lakes,3795,0.155467720685112,0.144927536231884,590.0,549.9999999999998,3795,2848,0.7504611330698288,442.77206851119894,412.75362318840564
1725,Bridgwater Centre,1165,0.2532188841201717,0.2017167381974249,295.0,235.0,1165,709,0.6085836909871245,179.53218884120173,143.01716738197425
1726,South Pointe,7535,0.1438992042440318,0.1167108753315649,1084.2805039787795,879.4164456233416,7535,7535,1.0,1084.2805039787795,879.4164456233416
1727,Prairie Pointe,2265,0.0794701986754966,0.0618101545253863,179.9999999999998,139.99999999999997,2265,2265,1.0,179.9999999999998,139.99999999999997
